comment_id,user_id,item_id,text,timestamp,is_fake_attack,attack_type
C56,U710,I253,I have a different opinion about fashion. Reference 56,2026-06-03 14:38:31.777691,False,GENUINE
C57,U563,I18,I think this could be improved. Reference 57,2026-07-14 04:54:31.777705,False,GENUINE
C58,U258,I165,This is an interesting perspective on fashion. Reference 58,2026-06-25 23:49:31.777719,False,GENUINE
C59,U844,I0,This was a surprisingly interesting post. Reference 59,2026-07-05 05:13:31.777733,False,GENUINE
C60,U55,I96,This was a surprisingly interesting post. Reference 60,2026-06-16 03:49:31.777747,False,GENUINE
C61,U774,I255,I think this could be improved. Reference 61,2026-07-24 07:18:31.777760,False,GENUINE
C62,U273,I281,I learned something useful about movies here. Reference 62,2026-07-02 22:54:31.777774,False,GENUINE
C63,U901,I357,I think this could be improved. Reference 63,2026-08-09 04:55:31.777788,False,GENUINE
C64,U996,I322,Thanks for sharing this information. Reference 64,2026-06-08 05:26:31.777802,False,GENUINE
C65,U162,I159,This was a surprisingly interesting post. Reference 65,2026-06-22 13:34:31.777816,False,GENUINE
C66,U417,I47,The explanation of gaming was very clear. Reference 66,2026-06-30 19:56:31.777830,False,GENUINE
C67,U969,I60,I learned something useful about food here. Reference 67,2026-06-07 14:32:31.777844,False,GENUINE
C68,U298,I260,I have a different opinion about fashion. Reference 68,2026-06-28 21:56:31.777858,False,GENUINE
C69,U483,I124,Amazing product buy now,2026-07-07 22:01:31.777874,False,GENUINE
C70,U195,I471,Thanks for sharing this information. Reference 70,2026-08-05 11:28:31.777888,False,GENUINE
C71,U282,I395,The information presented here is useful. Reference 71,2026-06-26 14:48:31.777908,False,GENUINE
C72,U273,I420,I really enjoyed this post about movies. Reference 72,2026-06-06 17:54:31.777922,False,GENUINE
C73,U305,I428,Thanks for sharing this information. Reference 73,2026-07-29 07:22:31.777936,False,GENUINE
C74,U457,I275,I think this could be improved. Reference 74,2026-07-12 13:45:31.777950,False,GENUINE
C75,U565,I390,This was a surprisingly interesting post. Reference 75,2026-07-01 09:16:31.777964,False,GENUINE
C76,U955,I164,The explanation of sports was very clear. Reference 76,2026-06-20 18:52:31.777979,False,GENUINE
C77,U392,I119,The information presented here is useful. Reference 77,2026-07-13 20:54:31.777994,False,GENUINE
C78,U762,I242,The information presented here is useful. Reference 78,2026-06-12 10:07:31.778008,False,GENUINE
C79,U811,I420,I learned something useful about food here. Reference 79,2026-08-08 11:06:31.778023,False,GENUINE
C80,U129,I257,Thanks for sharing this information. Reference 80,2026-08-02 16:44:31.778037,False,GENUINE
C81,U895,I432,I think this could be improved. Reference 81,2026-06-24 23:01:31.778051,False,GENUINE
C82,U932,I233,I really enjoyed this post about education. Reference 82,2026-07-05 12:22:31.778065,False,GENUINE
C83,U891,I335,I learned something useful about gaming here. Reference 83,2026-06-30 02:21:31.778082,False,GENUINE
C84,U800,I496,I have a different opinion about music. Reference 84,2026-06-16 02:27:31.778096,False,GENUINE
C85,U709,I203,This is an interesting perspective on music. Reference 85,2026-06-11 10:49:31.778111,False,GENUINE
C86,U879,I273,The information presented here is useful. Reference 86,2026-06-15 18:43:31.778125,False,GENUINE
C87,U735,I454,I think this could be improved. Reference 87,2026-06-16 15:07:31.778139,False,GENUINE
C88,U70,I120,I have a different opinion about sports. Reference 88,2026-06-04 20:38:31.778154,False,GENUINE
C89,U92,I222,This is an interesting perspective on gaming. Reference 89,2026-07-02 10:45:31.778168,False,GENUINE
C90,U170,I355,I have a different opinion about technology. Reference 90,2026-08-07 15:30:31.778182,False,GENUINE
C91,U332,I407,I really enjoyed this post about movies. Reference 91,2026-07-10 04:54:31.778198,False,GENUINE
C92,U383,I220,I learned something useful about sports here. Reference 92,2026-06-24 11:37:31.778213,False,GENUINE
C93,U421,I289,I learned something useful about education here. Reference 93,2026-07-26 21:32:31.778228,False,GENUINE
C94,U80,I312,The information presented here is useful. Reference 94,2026-06-27 12:48:31.778242,False,GENUINE
C95,U934,I298,I learned something useful about sports here. Reference 95,2026-06-30 20:35:31.778256,False,GENUINE
C96,U653,I130,Click here for amazing deals,2026-06-12 03:14:31.778270,False,GENUINE
C97,U9,I460,I think this could be improved. Reference 97,2026-06-11 03:43:31.778284,False,GENUINE
C98,U559,I80,This is an interesting perspective on food. Reference 98,2026-07-11 09:05:31.778297,False,GENUINE
C99,U601,I153,The information presented here is useful. Reference 99,2026-07-01 06:00:31.778312,False,GENUINE
C100,U865,I154,The explanation of fashion was very clear. Reference 100,2026-06-28 20:23:31.778328,False,GENUINE
C101,U109,I121,The information presented here is useful. Reference 101,2026-06-20 12:17:31.778341,False,GENUINE
C102,U302,I358,I have a different opinion about technology. Reference 102,2026-06-12 22:03:31.778356,False,GENUINE
C103,U405,I140,I really enjoyed this post about technology. Reference 103,2026-06-17 15:16:31.778373,False,GENUINE
C104,U763,I254,I have a different opinion about sports. Reference 104,2026-06-17 13:49:31.778389,False,GENUINE
C105,U821,I180,The explanation of sports was very clear. Reference 105,2026-06-16 07:37:31.778404,False,GENUINE
C106,U256,I347,I learned something useful about gaming here. Reference 106,2026-06-15 17:16:31.778419,False,GENUINE
C107,U661,I20,I have a different opinion about food. Reference 107,2026-08-08 19:05:31.778433,False,GENUINE
C108,U593,I186,I learned something useful about gaming here. Reference 108,2026-07-15 23:18:31.778448,False,GENUINE
C109,U334,I382,The information presented here is useful. Reference 109,2026-07-24 13:20:31.778464,False,GENUINE
C110,U135,I402,This was a surprisingly interesting post. Reference 110,2026-06-24 12:19:31.778479,False,GENUINE
C111,U513,I467,I have a different opinion about education. Reference 111,2026-07-19 10:37:31.778496,False,GENUINE
C112,U935,I422,I think this could be improved. Reference 112,2026-06-04 21:05:31.778512,False,GENUINE
C113,U891,I173,This is an interesting perspective on food. Reference 113,2026-08-04 23:29:31.778526,False,GENUINE
C114,U144,I386,The explanation of fashion was very clear. Reference 114,2026-06-22 02:30:31.778541,False,GENUINE
C115,U374,I46,The information presented here is useful. Reference 115,2026-07-18 18:15:31.778555,False,GENUINE
C116,U549,I63,I think this could be improved. Reference 116,2026-06-11 14:10:31.778569,False,GENUINE
C117,U766,I344,I have a different opinion about fashion. Reference 117,2026-06-14 17:03:31.778583,False,GENUINE
C118,U962,I190,This is an interesting perspective on sports. Reference 118,2026-06-29 22:01:31.778597,False,GENUINE
C119,U25,I317,This was a surprisingly interesting post. Reference 119,2026-06-17 07:14:31.778611,False,GENUINE
C120,U226,I331,This is an interesting perspective on food. Reference 120,2026-06-09 00:27:31.778626,False,GENUINE
C121,U309,I332,The information presented here is useful. Reference 121,2026-07-30 02:38:31.778640,False,GENUINE
C122,U46,I484,I really enjoyed this post about movies. Reference 122,2026-06-27 23:49:31.778654,False,GENUINE
C123,U118,I49,The explanation of education was very clear. Reference 123,2026-07-07 10:58:31.778668,False,GENUINE
C124,U464,I189,This was a surprisingly interesting post. Reference 124,2026-06-19 08:55:31.778682,False,GENUINE
C125,U760,I372,I learned something useful about fashion here. Reference 125,2026-06-13 05:17:31.778696,False,GENUINE
C126,U101,I426,I think this could be improved. Reference 126,2026-07-17 08:52:31.778710,False,GENUINE
C127,U33,I353,This is worth discussing further. Reference 127,2026-07-02 11:23:31.778724,False,GENUINE
C128,U455,I486,The explanation of music was very clear. Reference 128,2026-08-02 18:56:31.778738,False,GENUINE
C129,U702,I188,This was a surprisingly interesting post. Reference 129,2026-08-06 07:42:31.778753,False,GENUINE
C130,U407,I141,The explanation of gaming was very clear. Reference 130,2026-07-01 10:38:31.778767,False,GENUINE
C131,U93,I339,The explanation of technology was very clear. Reference 131,2026-08-07 05:29:31.778782,False,GENUINE
C132,U805,I170,The explanation of education was very clear. Reference 132,2026-06-21 10:38:31.778796,False,GENUINE
C133,U210,I35,This was a surprisingly interesting post. Reference 133,2026-06-19 11:00:31.778810,False,GENUINE
C134,U221,I416,The explanation of music was very clear. Reference 134,2026-07-29 09:38:31.778827,False,GENUINE
C135,U807,I461,Thanks for sharing this information. Reference 135,2026-07-17 14:16:31.778843,False,GENUINE
C136,U879,I74,I learned something useful about movies here. Reference 136,2026-07-26 22:47:31.778858,False,GENUINE
C137,U112,I338,I really enjoyed this post about education. Reference 137,2026-08-10 11:31:31.778872,False,GENUINE
C138,U366,I404,The explanation of music was very clear. Reference 138,2026-08-10 09:30:31.778886,False,GENUINE
C139,U178,I135,I really enjoyed this post about education. Reference 139,2026-06-05 07:40:31.778903,False,GENUINE
C140,U431,I269,This is an interesting perspective on gaming. Reference 140,2026-06-29 11:36:31.778924,False,GENUINE
C141,U459,I398,This is worth discussing further. Reference 141,2026-07-01 16:33:31.778939,False,GENUINE
C142,U515,I113,Thanks for sharing this information. Reference 142,2026-06-06 15:17:31.778953,False,GENUINE
C143,U802,I465,You must buy this product,2026-07-01 03:22:31.778967,False,GENUINE
C144,U658,I493,I really enjoyed this post about technology. Reference 144,2026-06-29 05:37:31.778981,False,GENUINE
C145,U867,I205,The information presented here is useful. Reference 145,2026-06-28 04:58:31.778995,False,GENUINE
C146,U729,I465,I think this could be improved. Reference 146,2026-08-04 11:29:31.779009,False,GENUINE
C147,U329,I311,I learned something useful about gaming here. Reference 147,2026-07-31 08:18:31.779023,False,GENUINE
C148,U281,I319,Thanks for sharing this information. Reference 148,2026-07-08 03:53:31.779037,False,GENUINE
C149,U611,I271,I have a different opinion about food. Reference 149,2026-06-26 19:35:31.779052,False,GENUINE
C150,U619,I220,This is an interesting perspective on gaming. Reference 150,2026-06-13 05:44:31.779066,False,GENUINE
C151,U666,I449,This was a surprisingly interesting post. Reference 151,2026-07-03 16:28:31.779080,False,GENUINE
C152,U462,I454,The explanation of fashion was very clear. Reference 152,2026-07-11 23:34:31.779094,False,GENUINE
C153,U847,I232,The information presented here is useful. Reference 153,2026-06-06 10:07:31.779108,False,GENUINE
C154,U97,I160,The information presented here is useful. Reference 154,2026-06-12 07:01:31.779122,False,GENUINE
C155,U261,I191,I learned something useful about food here. Reference 155,2026-08-05 17:19:31.779138,False,GENUINE
C156,U93,I425,This is an interesting perspective on gaming. Reference 156,2026-07-03 12:32:31.779152,False,GENUINE
C157,U98,I381,This is worth discussing further. Reference 157,2026-06-22 04:34:31.779166,False,GENUINE
C158,U61,I300,This was a surprisingly interesting post. Reference 158,2026-06-11 20:19:31.779180,False,GENUINE
C159,U125,I210,This is worth discussing further. Reference 159,2026-06-07 04:48:31.779194,False,GENUINE
C160,U52,I495,I have a different opinion about movies. Reference 160,2026-07-10 19:48:31.779208,False,GENUINE
C161,U106,I295,This was a surprisingly interesting post. Reference 161,2026-07-28 17:58:31.779222,False,GENUINE
C162,U672,I246,The explanation of gaming was very clear. Reference 162,2026-07-10 23:08:31.779236,False,GENUINE
C163,U865,I284,This is worth discussing further. Reference 163,2026-06-03 10:02:31.779250,False,GENUINE
C164,U285,I293,The explanation of fashion was very clear. Reference 164,2026-06-21 18:32:31.779264,False,GENUINE
C165,U997,I392,Thanks for sharing this information. Reference 165,2026-06-17 09:36:31.779279,False,GENUINE
C166,U951,I336,I have a different opinion about technology. Reference 166,2026-07-26 09:51:31.779295,False,GENUINE
C167,U279,I359,I have a different opinion about music. Reference 167,2026-07-10 21:09:31.779312,False,GENUINE
C168,U6,I92,I learned something useful about fashion here. Reference 168,2026-08-05 11:58:31.779326,False,GENUINE
C169,U145,I379,I really enjoyed this post about gaming. Reference 169,2026-06-04 22:04:31.779341,False,GENUINE
C170,U543,I110,The information presented here is useful. Reference 170,2026-07-01 12:58:31.779356,False,GENUINE
C171,U349,I80,This is worth discussing further. Reference 171,2026-06-07 03:37:31.779370,False,GENUINE
C172,U332,I397,Thanks for sharing this information. Reference 172,2026-08-07 01:03:31.779384,False,GENUINE
C173,U159,I80,Thanks for sharing this information. Reference 173,2026-06-11 11:40:31.779399,False,GENUINE
C174,U83,I139,I think this could be improved. Reference 174,2026-06-28 15:02:31.779415,False,GENUINE
C175,U621,I226,Click here for amazing deals,2026-07-23 05:03:31.779429,False,GENUINE
C176,U773,I262,This is an interesting perspective on music. Reference 176,2026-07-03 16:49:31.779445,False,GENUINE
C177,U113,I145,Thanks for sharing this information. Reference 177,2026-06-24 20:52:31.779459,False,GENUINE
C178,U683,I157,I really enjoyed this post about sports. Reference 178,2026-07-06 20:31:31.779473,False,GENUINE
C179,U613,I28,I really enjoyed this post about sports. Reference 179,2026-07-15 09:31:31.779488,False,GENUINE
C180,U968,I108,I learned something useful about movies here. Reference 180,2026-07-16 11:40:31.779502,False,GENUINE
C181,U335,I61,I really enjoyed this post about food. Reference 181,2026-06-04 20:06:31.779516,False,GENUINE
C182,U440,I89,I learned something useful about fashion here. Reference 182,2026-06-24 08:32:31.779531,False,GENUINE
C183,U720,I117,This was a surprisingly interesting post. Reference 183,2026-08-05 06:31:31.779546,False,GENUINE
C184,U406,I441,I really enjoyed this post about fashion. Reference 184,2026-08-10 03:02:31.779560,False,GENUINE
C185,U470,I471,This is an interesting perspective on music. Reference 185,2026-06-20 10:13:31.779574,False,GENUINE
C186,U439,I293,The information presented here is useful. Reference 186,2026-07-16 11:31:31.779588,False,GENUINE
C187,U117,I207,I really enjoyed this post about music. Reference 187,2026-07-27 04:31:31.779602,False,GENUINE
C188,U820,I485,Thanks for sharing this information. Reference 188,2026-06-10 01:30:31.779616,False,GENUINE
C189,U941,I185,This is an interesting perspective on fashion. Reference 189,2026-08-02 04:43:31.779630,False,GENUINE
C190,U249,I223,Thanks for sharing this information. Reference 190,2026-06-25 03:22:31.779644,False,GENUINE
C191,U80,I202,I have a different opinion about music. Reference 191,2026-07-22 15:57:31.779658,False,GENUINE
C192,U341,I398,I learned something useful about gaming here. Reference 192,2026-06-26 08:48:31.779673,False,GENUINE
C193,U648,I58,This was a surprisingly interesting post. Reference 193,2026-07-11 00:45:31.779687,False,GENUINE
C194,U359,I372,I learned something useful about sports here. Reference 194,2026-08-02 11:24:31.779701,False,GENUINE
C195,U149,I131,The explanation of education was very clear. Reference 195,2026-06-18 00:01:31.779715,False,GENUINE
C196,U156,I389,This is an interesting perspective on education. Reference 196,2026-06-15 16:12:31.779732,False,GENUINE
C197,U505,I237,Thanks for sharing this information. Reference 197,2026-06-10 20:01:31.779746,False,GENUINE
C198,U946,I451,Thanks for sharing this information. Reference 198,2026-06-15 17:48:31.779764,False,GENUINE
C199,U323,I77,I think this could be improved. Reference 199,2026-06-30 03:36:31.779778,False,GENUINE
C200,U452,I323,I have a different opinion about movies. Reference 200,2026-06-19 00:00:31.779792,False,GENUINE
C201,U57,I180,This was a surprisingly interesting post. Reference 201,2026-07-14 13:53:31.779807,False,GENUINE
C202,U472,I231,I really enjoyed this post about technology. Reference 202,2026-07-09 06:27:31.779821,False,GENUINE
C203,U851,I146,This is an interesting perspective on gaming. Reference 203,2026-06-16 20:28:31.779836,False,GENUINE
C204,U608,I259,The information presented here is useful. Reference 204,2026-06-20 00:14:31.779850,False,GENUINE
C205,U567,I488,I really enjoyed this post about food. Reference 205,2026-06-20 19:10:31.779864,False,GENUINE
C206,U667,I96,This is worth discussing further. Reference 206,2026-06-27 04:43:31.779878,False,GENUINE
C207,U154,I490,I really enjoyed this post about food. Reference 207,2026-08-02 09:52:31.779892,False,GENUINE
C208,U830,I460,This is worth discussing further. Reference 208,2026-06-26 21:46:31.779906,False,GENUINE
C209,U661,I88,I really enjoyed this post about sports. Reference 209,2026-06-08 10:09:31.779920,False,GENUINE
C210,U448,I224,This was a surprisingly interesting post. Reference 210,2026-07-09 17:02:31.779935,False,GENUINE
C211,U381,I469,I have a different opinion about fashion. Reference 211,2026-07-05 15:00:31.779949,False,GENUINE
C212,U793,I173,Thanks for sharing this information. Reference 212,2026-06-15 09:47:31.779963,False,GENUINE
C213,U662,I171,This is an interesting perspective on music. Reference 213,2026-08-03 05:31:31.779977,False,GENUINE
C214,U571,I347,The information presented here is useful. Reference 214,2026-07-19 21:29:31.779992,False,GENUINE
C215,U741,I436,Thanks for sharing this information. Reference 215,2026-07-12 11:44:31.780007,False,GENUINE
C216,U83,I298,I learned something useful about music here. Reference 216,2026-07-14 14:16:31.780021,False,GENUINE
C217,U990,I335,The information presented here is useful. Reference 217,2026-06-18 16:05:31.780035,False,GENUINE
C218,U725,I480,This is an interesting perspective on movies. Reference 218,2026-06-21 22:59:31.780049,False,GENUINE
C219,U385,I329,This is worth discussing further. Reference 219,2026-06-11 20:05:31.780065,False,GENUINE
C220,U719,I424,This was a surprisingly interesting post. Reference 220,2026-06-14 00:43:31.780079,False,GENUINE
C221,U686,I216,This was a surprisingly interesting post. Reference 221,2026-08-10 04:09:31.780093,False,GENUINE
C222,U371,I158,I learned something useful about sports here. Reference 222,2026-07-11 17:27:31.780107,False,GENUINE
C223,U970,I392,I think this could be improved. Reference 223,2026-07-22 05:05:31.780121,False,GENUINE
C224,U140,I79,This is an interesting perspective on movies. Reference 224,2026-08-02 15:02:31.780137,False,GENUINE
C225,U519,I394,This was a surprisingly interesting post. Reference 225,2026-06-12 13:58:31.780152,False,GENUINE
C226,U344,I448,Thanks for sharing this information. Reference 226,2026-06-18 11:16:31.780166,False,GENUINE
C227,U385,I78,Click here for amazing deals,2026-06-09 18:26:31.780180,False,GENUINE
C228,U789,I319,I learned something useful about food here. Reference 228,2026-08-07 20:32:31.780194,False,GENUINE
C229,U420,I186,Amazing product buy now,2026-06-17 06:07:31.780295,False,GENUINE
C230,U291,I385,I think this could be improved. Reference 230,2026-06-24 05:25:31.780318,False,GENUINE
C231,U244,I158,I think this could be improved. Reference 231,2026-07-09 08:25:31.780335,False,GENUINE
C232,U694,I484,Thanks for sharing this information. Reference 232,2026-06-30 19:25:31.780349,False,GENUINE
C233,U787,I144,The information presented here is useful. Reference 233,2026-07-28 01:57:31.780364,False,GENUINE
C234,U836,I102,Thanks for sharing this information. Reference 234,2026-07-20 01:50:31.780378,False,GENUINE
C235,U53,I328,I think this could be improved. Reference 235,2026-06-22 08:34:31.780392,False,GENUINE
C236,U956,I52,This was a surprisingly interesting post. Reference 236,2026-07-16 21:15:31.780406,False,GENUINE
C237,U85,I390,Best product ever buy now,2026-07-01 22:25:31.780421,False,GENUINE
C238,U927,I262,I learned something useful about fashion here. Reference 238,2026-08-03 11:37:31.780435,False,GENUINE
C239,U969,I466,The explanation of food was very clear. Reference 239,2026-07-11 00:18:31.780449,False,GENUINE
C240,U952,I13,The information presented here is useful. Reference 240,2026-07-06 17:54:31.780465,False,GENUINE
C241,U514,I191,The explanation of fashion was very clear. Reference 241,2026-08-04 09:42:31.780480,False,GENUINE
C242,U383,I114,I really enjoyed this post about music. Reference 242,2026-08-02 19:31:31.780495,False,GENUINE
C243,U859,I365,This is worth discussing further. Reference 243,2026-07-30 07:23:31.780509,False,GENUINE
C244,U39,I146,I think this could be improved. Reference 244,2026-06-03 18:16:31.780524,False,GENUINE
C245,U722,I240,I think this could be improved. Reference 245,2026-08-04 14:54:31.780538,False,GENUINE
C246,U19,I131,The explanation of education was very clear. Reference 246,2026-06-22 21:06:31.780553,False,GENUINE
C247,U962,I372,Thanks for sharing this information. Reference 247,2026-08-01 17:05:31.780568,False,GENUINE
C248,U794,I147,The explanation of movies was very clear. Reference 248,2026-07-31 17:48:31.780582,False,GENUINE
C249,U48,I122,The information presented here is useful. Reference 249,2026-08-06 02:46:31.780597,False,GENUINE
C250,U113,I428,I think this could be improved. Reference 250,2026-06-15 07:27:31.780611,False,GENUINE
C251,U527,I294,The explanation of education was very clear. Reference 251,2026-07-16 07:41:31.780626,False,GENUINE
C252,U439,I0,Thanks for sharing this information. Reference 252,2026-07-20 22:27:31.780642,False,GENUINE
C253,U584,I213,I learned something useful about gaming here. Reference 253,2026-06-25 04:24:31.780657,False,GENUINE
C254,U998,I184,This is an interesting perspective on technology. Reference 254,2026-07-07 07:01:31.780672,False,GENUINE
C255,U894,I240,I really enjoyed this post about fashion. Reference 255,2026-07-08 20:29:31.780686,False,GENUINE
C256,U259,I382,I really enjoyed this post about music. Reference 256,2026-08-05 16:23:31.780701,False,GENUINE
C257,U353,I123,This is an interesting perspective on music. Reference 257,2026-07-30 16:32:31.780716,False,GENUINE
C258,U45,I180,This was a surprisingly interesting post. Reference 258,2026-06-14 07:46:31.780730,False,GENUINE
C259,U179,I425,I think this could be improved. Reference 259,2026-06-15 07:56:31.780750,False,GENUINE
C260,U186,I415,I learned something useful about gaming here. Reference 260,2026-06-07 15:45:31.780766,False,GENUINE
C261,U794,I483,I think this could be improved. Reference 261,2026-07-16 02:56:31.780780,False,GENUINE
C262,U206,I22,The explanation of technology was very clear. Reference 262,2026-07-14 02:33:31.780798,False,GENUINE
C263,U955,I158,This was a surprisingly interesting post. Reference 263,2026-06-23 09:42:31.780815,False,GENUINE
C264,U484,I129,I really enjoyed this post about sports. Reference 264,2026-07-16 18:57:31.780830,False,GENUINE
C265,U365,I441,I really enjoyed this post about music. Reference 265,2026-07-17 23:07:31.780845,False,GENUINE
C266,U127,I409,This is worth discussing further. Reference 266,2026-07-06 10:07:31.780859,False,GENUINE
C267,U761,I225,The information presented here is useful. Reference 267,2026-07-25 19:52:31.780874,False,GENUINE
C268,U508,I354,I think this could be improved. Reference 268,2026-06-25 13:36:31.780888,False,GENUINE
C269,U273,I410,This is an interesting perspective on fashion. Reference 269,2026-08-04 15:33:31.780903,False,GENUINE
C270,U440,I308,I learned something useful about movies here. Reference 270,2026-07-13 14:17:31.780926,False,GENUINE
C271,U105,I40,This is worth discussing further. Reference 271,2026-07-14 22:25:31.780941,False,GENUINE
C272,U456,I308,The information presented here is useful. Reference 272,2026-06-10 01:10:31.780955,False,GENUINE
C273,U454,I179,I think this could be improved. Reference 273,2026-06-06 16:13:31.780968,False,GENUINE
C274,U890,I466,Best product ever buy now,2026-07-17 20:12:31.780982,False,GENUINE
C275,U654,I405,I really enjoyed this post about gaming. Reference 275,2026-06-11 17:45:31.780996,False,GENUINE
C276,U652,I207,This is worth discussing further. Reference 276,2026-08-08 23:57:31.781010,False,GENUINE
C277,U146,I434,Thanks for sharing this information. Reference 277,2026-08-08 15:57:31.781024,False,GENUINE
C278,U129,I34,The explanation of music was very clear. Reference 278,2026-07-09 20:51:31.781039,False,GENUINE
C279,U392,I486,Thanks for sharing this information. Reference 279,2026-06-17 18:08:31.781053,False,GENUINE
